order_id,customer_id,date,product,category,price,quantity,discount,total_value,payment_method,channel,status,customer_type,gender,city,state,region,shipping_days,rating,is_returning
ORD100297,CUST1136,2025-12-04,Mochila,Acessórios,214.21,1,0.1,192.79,Cartão de Débito,Marketplace,Cancelado,Novo,Masculino,Porto Alegre,RS,Sul,13,5.0,False
ORD100295,CUST1015,2025-12-04,Café Especial,Alimentos,45.96,1,0.2,36.77,Pix,Marketplace,Entregue,Recorrente,Masculino,Rio de Janeiro,RJ,Sudeste,6,4.0,False
ORD100052,CUST1097,2025-12-04,Fone Bluetooth,Eletrônicos,274.02,3,,739.85,Pix,Marketplace,Entregue,Recorrente,Não informado,Porto Alegre,RS,Sul,15,5.0,False
ORD100281,CUST1058,2025-12-05,Tênis Esportivo,Roupas,375.26,3,0.0,1125.78,Pix,Site,Em transporte,Novo,Feminino,São Paulo,SP,Sudeste,8,2.0,False
ORD100134,CUST1037,2025-12-06,Café Especial,Alimentos,44.9,4,0.05,170.62,Boleto,Aplicativo,Em transporte,Novo,Masculino,Recife,PE,Nordeste,10,5.0,True
ORD100219,CUST1174,2025-12-06,Camiseta,Roupas,95.93,3,0.15,244.62,Pix,Aplicativo,Entregue,Recorrente,Masculino,Porto Alegre,RS,Sul,1,4.0,False
ORD100141,CUST1175,2025-12-09,Smartphone X,Eletrônicos,2786.95,4,0.1,10033.02,Pix,Aplicativo,Entregue,Recorrente,Não informado,Brasília,DF,Centro-Oeste,11,1.0,True
ORD100275,CUST1168,2025-12-09,Mouse Gamer,Eletrônicos,170.07,2,0.1,306.13,Pix,Aplicativo,Em transporte,Recorrente,Masculino,Goiânia,GO,Centro-Oeste,5,5.0,False
ORD100129,CUST1122,2025-12-11,Mouse Gamer,Eletrônicos,185.85,4,0.0,743.4,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Feminino,Salvador,BA,Nordeste,5,4.0,False
ORD100003,CUST1008,2025-12-12,Smartphone X,Eletrônicos,2835.44,1,0.1,2551.9,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Não informado,Goiânia,GO,Centro-Oeste,12,3.0,False
ORD100077,CUST1161,2025-12-13,Monitor 27,Eletrônicos,1735.35,1,0.05,1648.58,Cartão de Crédito,Marketplace,Entregue,Recorrente,Não informado,Recife,PE,Nordeste,3,4.0,False
ORD100097,CUST1003,2025-12-15,Teclado Mecânico,Eletrônicos,355.07,1,0.1,319.56,Pix,Site,Entregue,Novo,Masculino,Salvador,BA,Nordeste,1,5.0,False
ORD100022,CUST1023,2025-12-15,Chocolate,Alimentos,26.24,3,0.05,74.78,Cartão de Crédito,Aplicativo,Cancelado,Novo,Não informado,Brasília,DF,Centro-Oeste,3,5.0,True
ORD100280,CUST1031,2025-12-18,Livro,Livros,68.33,1,0.0,68.33,Cartão de Débito,Aplicativo,Em transporte,Novo,Não informado,Porto Alegre,RS,Sul,11,5.0,True
ORD100069,CUST1124,2025-12-19,Mochila,Acessórios,233.93,1,0.0,233.93,Boleto,Marketplace,Entregue,Recorrente,Feminino,Fortaleza,CE,Nordeste,9,4.0,False
ORD100150,CUST1135,2025-12-19,Chocolate,Alimentos,25.48,2,0.0,50.96,Boleto,Aplicativo,Entregue,Novo,Não informado,Goiânia,GO,Centro-Oeste,4,4.0,False
ORD100230,CUST1041,2025-12-20,Café Especial,Alimentos,48.05,2,0.05,91.29,Cartão de Débito,Site,Entregue,Recorrente,Masculino,Curitiba,PR,Sul,1,4.0,False
ORD100074,CUST1170,2025-12-22,Tênis Esportivo,Roupas,388.47,3,0.0,1165.41,Cartão de Débito,Site,Em transporte,Recorrente,Feminino,Salvador,BA,Nordeste,8,5.0,False
ORD100182,CUST1116,2025-12-22,Notebook Pro 15,Eletrônicos,4406.58,3,0.15,11236.78,Cartão de Débito,Marketplace,Entregue,Recorrente,Feminino,Belo Horizonte,MG,Sudeste,4,3.0,False
ORD100081,CUST1054,2025-12-25,Chocolate,Alimentos,23.41,1,0.1,21.07,Boleto,Aplicativo,Cancelado,Recorrente,Não informado,Curitiba,PR,Sul,14,4.0,False
ORD100249,CUST1047,2025-12-25,Fone Bluetooth,Eletrônicos,227.41,2,0.15,386.6,Cartão de Débito,Site,Cancelado,Recorrente,Não informado,Belo Horizonte,MG,Sudeste,2,5.0,False
ORD100235,CUST1134,2025-12-31,Teclado Mecânico,Eletrônicos,357.15,2,0.05,678.58,Boleto,Marketplace,Em transporte,Novo,Feminino,Rio de Janeiro,RJ,Sudeste,1,5.0,True
ORD100276,CUST1038,2025-01-16,Chocolate,Alimentos,27.5,3,0.05,78.38,Cartão de Débito,Aplicativo,Em transporte,Novo,Masculino,Recife,PE,Nordeste,5,3.0,False
ORD100227,CUST1066,2025-03-16,Livro,Livros,76.61,1,0.15,65.12,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Masculino,Goiânia,GO,Centro-Oeste,6,5.0,False
ORD100016,CUST1160,2025-05-08,Fone Bluetooth,Eletrônicos,242.43,1,0.05,230.31,Boleto,Aplicativo,Em transporte,Recorrente,Feminino,Fortaleza,CE,Nordeste,11,4.0,True
